요리명,재료(계량 포함),재료,레시피,관련 질환,질환별 추천 식재료
부추 콩가루 찜,"부추 콩가루 찜
조선부추 50g, 날콩가루 7g(1⅓작은술)
양념장
저염간장 3g(2/3작은술), 다진 대파 5g(1작은술), 다진 마늘 2g(1/2쪽), 고춧가루 2g(1/3작은술), 요리당 2g(1/3작은술), 참기름 2g(1/3작은술), 참깨 약간","날콩가루, 조선부추, 양념장, 다진대파, 다진마늘, 참기름, 저염간장, 요리당, 참깨, 고춧가루",1. 부추는 깨끗이 씻어 물기를 빼고 5cm 길이로 썬다.2. 부추에 날콩가루를 넣고 고루 섞이도록 버무린다.a3. 찜기에 면보를 깔고 부추를 넣은 후 김이 오르게 쪄서 부추를 파랗게 익힌다.b4. 양념장 재료를 섞어 양념장을 만든다.5. 찐 부추와 양념장을 곁들인다.c,당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
연근 구기자 물김치,"연근 손질
물 200ml(1컵), 식초 15g(1큰술)
연근 구기자 물김치
동치미국물 40g(2⅔큰술), 연근 30g(4cm), 무 20 g(3×3×1cm), 사과 30g(1/5개), 배추 10g(1장), 구기자 10g(5개), 오이 5g(2cm), 돌미나리 5g, 쪽파 5g","물, 식초, 쪽파, 동치미국물, 사과, 연근, 오이, 구기자, 돌미나리, 배추, 무 20 g","1. 연근은 껍질을 벗기고 얇게 썰어 식초물에 10분 정도 담구어 녹말을 빼내고, 갈변을 방지한다.a2. 사과, 배추, 오이, 무는 나박 썰기를 하고 쪽파와 미나리 줄기는 3cm 길이로 썬다.b3. 구기자는 깨끗이 씻어 냄비에 물300ml를 넣고 한소끔 끓여 식힌다.c4. 동치미 국물과 구기자 달인물을 2 : 1 의 비율로 섞고 준비한 연근(1)과 썰어 놓은 재료(2)를 넣는다.5. 우려낸 구기자를 넣어 1~2일 정도 익히면 아삭하게 먹을 수 있다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
방울토마토 소박이,"방울토마토 소박이
방울토마토 150g(5개), 양파 10g(3×1cm), 부추 10g(5줄기)
양념장
고춧가루 4g(1작은술), 멸치액젓 3g(2/3작은술), 다진 마늘 2.5g(1/2쪽), 매실액 2g(1/3작은술), 설탕 2g(1/3작은술), 물 2ml(1/3작은술), 통깨 약간","방울토마토, 부추, 양파, 양념장, 멸치액젓, 다진마늘, 설탕, 물, 통깨, 매실액, 고춧가루","1. 고춧가루, 멸치액젓, 다진 마늘, 매실액, 설탕, 통깨, 물을 섞어 양념장을 만든다.a2. 다듬은 부추와 양파는 물기를 빼고 2cm 정도의 크기로 썰어 준다.3. 양념장(1)에 부추와 양파(2)를 섞어버무린다.4. 깨끗이 씻은 방울토마토는 꼭지를 떼고 윗부분에 칼로 십자모양으로 칼집을 낸다.b5. 칼집을 낸 방울토마토에 양념속(3)을 사이사이에 넣어 마무리 한다.c",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
순두부 사과 소스 오이무침,"오이무침
오이 70g(1/3개), 다진 땅콩 10g(1큰술)
순두부사과 소스
순두부 40g(1/8봉지), 사과 50g(1/3개)","오이, 다진땅콩, 사과, 순두부","1. 사과, 순두부를 믹서에 넣고 곱게 갈아 소스를 만든다.a2. 오이는 소금으로 문질러 씻어 반을 갈라 씨를 제거하고 어슷썰기를 한다.b3. 썰어 놓은 오이에 순두부사과 소스를 넣고 버무려준다.c4. 그 위에 다진 땅콩을 뿌려 마무리한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
사과 새우 북엇국,"북엇국
북어채 25g(15개), 새우 10g(3마리), 사과 30g(1/5개), 양파 40g(1/4개),
표고버섯 20g(2장), 물 300ml(1½컵)",", 사과, 새우, 북어채, 양파, 표고버섯, 물","1. 북어채를 잘게 손으로 찢어 찬물에 헹구어 준비한다.2. 양파, 표고버섯, 사과는 채를 썰고 새우는 등쪽의 두세 마디에 꼬챙이를 넣어 내장을 뺀 후 헹구어 준비한다.a3. 찬물에 북어채, 새우, 표고버섯, 양파를 넣고 20분 정도 끓인다.b4. 사과를 넣어 북어의 씁쓸한 맛을 없앤다.5. 그릇에 담아낸다.c",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
사탕절편 떡국,"닭육수
닭 150g, 대파 15g(7cm), 마늘 10g(2쪽), 물 500ml(2½컵),
깨 10g(2작은술), 후추약간
사탕절편
멥쌀가루 400g(2컵), 녹차가루 3g(1작은술), 백련초 3g(1작은술), 단호박 가루 3g(1작은술)
고명
쇠고기 50g, 애호박 20g(2cm), 달걀 50g(1개), 식용유 5g(1작은술)
고기양념
간장 2g(1/3작은술), 참기름 5g(1작은술), 소금 약간",", 물, 닭, 마늘, 대파, 깨, 후추, 백련초, 멥쌀가루, 녹차가루, 단호박가루, 식용유, 쇠고기, 애호박, 달걀, 참기름, 간장, 소금","1. 닭은 손질하여 찬물에 대파, 마늘, 후추를 넣고 센불에서 10분 정도 끓이다가 중간 불로 15분 정도 더 끓여 식힌 다음 체에 거른 육수에 깨를 넣어 불린다.2. 쌀가루는 2등분하여 반은 체에 내리고, 반은 다시 3등분하여 녹차가루, 백련초가루, 단호박가루를 섞어 체에 내린다.3. 찜기에 1/3정도의 물을 넣고 끓이고 4가지색의 쌀가루를 면보에 나누어 올려 센불로 찐다. 김이 올라 쌀가루 사이로 구멍이 생기면 꺼낸다.a4. 3가지 색을 섞은 떡은 가늘고 길
게 둥글려 흰색 떡에 3가지 색의
떡을 붙인다.5. 떡이 한 가닥으로 만들어지면 젓
가락 같은 도구로 앞뒤로 밀고 당
기면서 떡을 둥글리며 썰어서 3색
의 중심을 눌러 사탕처럼 만든다.6. 달걀을 노른자와 흰자로 분리하여
지단을 부치고, 애호박은 돌려 깍
기한 후 프라이팬에 기름을 두르
고 볶는다.7. 고기는 얇게 썰어 고기 양념을 하
고 기름에 볶아 고명을 준비한다.b8. 닭육수에서 깨를 건져 내고 육수
를 다시 끓이다가 떡을 넣어 끓인
다.9. 그릇에 떡국을 담고 고명을 올려
준다.c",빈혈,육류 돼지고기 쇠고기 양고기 말고기 염소고기 간 계란 노른자 아몬드 잣 호두 호박씨 해바라기씨 땅콩 참깨 굴 미역 꽁치 동태 생선 키위 시금치 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 콩 강낭콩 순무 아스파라거스  고기 꽁치 동태 생선 달걀 콩 두부 두유 치즈 간 굴 정어리 분유 계란 달걀 계란 노른자 귤 과일 채소
두부 표고 완자탕,"멸치육수
양파 20g(1/6개), 멸치 15g(7마리), 다진 마늘 10g(2쪽), 파 10g(5cm),
간장 4g(1작은술), 식초 2g(1/3작은술), 물 300ml(1½컵)
두부완자
두부 90g(1/3모), 달걀 25g(1/2개), 표고버섯 10g(1장), 밀가루 10g(2작은술)
고명
표고버섯 10g(1장), 파 10g(5cm)",", 다진마늘, 멸치, 파, 양파, 간장, 식초, 물, 밀가루, 표고버섯, 두부, 달걀, 표고버섯, 파","1. 멸치는 머리와 내장을 제거하여
찬물에 넣고 약한 불에서 끓이다
가 중간 불에서 10분 정도 끓인
다.a2. 육수가 끓으면 멸치를 건져낸 후
간장, 양파, 다진 마늘을 넣고 끓
인다.3. 고명으로 사용할 표고버섯과 파는
완자 크기로 썬다.4. 두부는 곱게 으깨어 물기를 꽉 짜
고 표고버섯은 기둥을 떼어내고
잘게 다진다.b5. 두부와 표고버섯을 고루 섞어 둥
글려 완자 모양으로 빚어 밀가루
를 입힌 후 달걀물을 입힌다.c6. 끓는 육수에 달걀물을 입힌 완자
를 넣고, 완자가 익어 동동 떠오르
면 고명으로 준비한 표고버섯, 파,
남은 달걀물을 넣고 끓인다.7. 마지막에 식초를 넣는다.",빈혈,육류 돼지고기 쇠고기 양고기 말고기 염소고기 간 계란 노른자 아몬드 잣 호두 호박씨 해바라기씨 땅콩 참깨 굴 미역 꽁치 동태 생선 키위 시금치 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 콩 강낭콩 순무 아스파라거스  고기 꽁치 동태 생선 달걀 콩 두부 두유 치즈 간 굴 정어리 분유 계란 달걀 계란 노른자 귤 과일 채소
저염 된장으로 맛을 낸 황태해장국,"황태해장국
황태(채) 15g(10개), 콩나물 30g(1/6봉지), 무 30g(5×3×2cm), 저염된장 10g(2작은술), 물 300ml(1½컵), 청양고추 5g(1/2개), 다진 마늘 2g(1/3작은술)","황태해장국, 황태, 다진마늘, 콩나물, 물, 저염된장, 청양고추, 무","1. 황태는 손질하여 물에 헹궈 건져
놓는다.2. 콩나물은 다듬어 씻고 청양고추는
어슷썰기 한다.3. 냄비에 물을 붓고 황태와 무를 넣
고 끓인다.a4. 육수에서 무를 건져내고 저염 된
장을 푼다.5. 콩나물, 다진 마늘, 청양고추를
넣고 뚜껑을 덮어 김이 나게 끓
여준다.c",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
된장국,"된장국
두부 20g(2×2×2cm), 애느타리버섯 20g(4가닥), 감자 10g(4×3×1cm), 양파 10g(2×1cm), 대파 10g(5cm), 된장 5g(1작은술), 물 300ml(1½컵)","된장국, 물, 감자, 두부, 된장, 양파, 대파, 애느타리버섯","1. 감자, 양파를 잘 익도록 얇게 썬다.2. 애느타리버섯은 썰어 달궈진 팬에
굽는다.a3. 대파를 송송 썬다.4. 냄비에 물을 붓고 된장을 푼 뒤 감
자, 양파, 두부를 넣어 재료가 투명
해지게 끓인다.b5. 된장국의 재료를 건져서 국물 한 국
자와 믹서에 넣어 갈은 다음 된장국
에 다시 넣어 한 번 더 끓인다.6. 구운 애느타리버섯과 대파를 국에
넣어 끓인 후 그릇에 담는다.c",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
표고버섯 청경채국,"멸치육수
국물용 멸치 5g(3마리), 다시마 1장(5×1cm), 양파 10g(2×1cm), 표고버섯 기둥, 국간장 5g(1작은술), 물 300ml(1½컵)
채소준비
청경채 20g(1개), 표고버섯 20g(2장), 다진 마늘 2g(1/3작은술)","다시마, 국물용멸치, 물, 표고버섯 기둥, 국간장, 양파, 표고버섯, 다진마늘, 청경채","1. 찬물에 표고버섯의 기둥을 떼어
넣고 머리와 내장을 제거한 멸치,
다시마, 양파를 넣어 약한 불에서
끓이다가 중간 불에서 10분 정도
끓인다.a2. 육수의 표고버섯 기둥, 멸치, 다시
마, 양파를 건진다.b3. 청경채는 4cm 크기로 썰고, 표고
버섯은 편으로 썬다.4. 끓는 육수에 준비한 표고버섯과
청경채(3)를 넣고 국간장으로 간을
한 후 마늘을 넣어 한소끔 끓인다.c",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
치커리샐러드와 올리브 마늘 소스,"치커리 샐러드
치커리 30g(10줄기), 적양배추 15g(5×3cm), 양파 10g(2×1cm), 당근 5g(3×1×1cm)
올리브마늘 드레싱
올리브유 10g(2작은술), 식초 5g(1작은술), 설탕 5g(1작은술), 마늘 5g(1쪽)","당근, 적양배추, 치커리, 양파, 올리브유, 마늘, 설탕, 식초","1. 마늘은 곱게 다진다.2. 올리브유, 식초, 설탕, 다진 마늘을 섞어 거품기로 충분히 저어주 어 올리브마늘 드레싱을 만든다.a3. 치커리는 싱싱하게 찬물에 담갔다가 물기를 뺀 후 한입 크기로 자르고, 적양배추, 양파, 당근은 곱게채를 썬다.b4. 접시에 준비한 치커리, 적양배추, 양파, 당근을 담고 올리브마늘 드레싱을 뿌린다.c",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
구운가지 닭가슴살 샐러드와 들깨소스,"구운 가지 닭가슴살 샐러드
닭가슴살 100g, 가지 100g(2/3개), 잎채소 40g, 올리브유 30g(2큰술)
들깨 드레싱
플레인요거트 80g(1개), 양파 20g(1/6개), 레몬즙 20g(1⅓큰술), 꿀 30g(2큰술), 들깨가루 10g(2작은술","닭가슴살, 잎채소, 올리브유, 가지, 꿀, 레몬즙, 들깨가루, 양파, 플레인요거트","1. 양파는 잘게 다지고 다진 양파, 들깨가루, 플레인요거트, 꿀, 레몬즙을 섞어 들깨 드레싱을 만든다.a2. 가지는 길게 길이를 살려 얇게 저민 후 달궈진 프라이팬에 올리브유를 두르고 센불에서 물기가 생기지 않게 굽는다.b3. 닭가슴살은 가지 길이에 맞춰 썰은 후 달궈진 프라이팬에 올리브유를 두르고 노릇하게 굽는다.c4. 구운 가지위에 가슴살을 올려 풀어지지 않게 돌돌 말아 놓는다.5. 잎채소는 찬물에 담가두었다가 물기를 제거한다.6. 접시에 구운 가지와 닭가슴살 말이를 올리고 잎채소와 들깨 드레싱을 곁들인다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
유자꿀드레싱을 곁들인 곤드레 단호박 크로켓 샐러드,"저염리코타치즈
저지방우유 200ml(1컵), 생크림 30g(2큰술), 레몬즙 15g(1큰술)
곤드레단호박크로켓 샐러드
곤드레나물 40g, 단호박 70g(8ⅹ7cm), 달걀 50g(1개), 빵가루 30g(2큰
술), 꿀 15g(1큰술)
곁들임
잎채소 30g
유자꿀 드레싱
유자청 45g(3큰술), 꿀 15g(1큰술), 식초 40ml(2½큰술), 물 30ml(2큰술)","레몬즙, 저지방우유, 생크림, 빵가루, 단호박, 달걀, 곤드레나물, 꿀, 술), 잎채소, 꿀, 유자청, 식초, 물","1. 냄비에 저지방우유와 생크림, 레몬즙을 넣고 약한 불에서 끓여준다.2. 물과 지방이 분리되어 덩어리가 몽글몽글해지면 불을 끄고 체에유청을 걸러준다.3. 걸러진 치즈를 면보로 물기를 꼭 짠 후 냉장고에 넣어 차게 둔다.4. 유자청, 꿀, 식초, 물을 섞어 드레싱을 만든다.5. 잎채소는 씻어서 찬물에 담갔다가 물기를 빼고 한입 크기로 자른다.6. 곤드레나물은 씻어서 냄비에 넣고 1시간 정도 불린뒤 불린 물 그대로 뚜껑을 덮고 30분 정도 삶은 후 헹궈 물기를 꼭 짜고 잘게 썬다.7. 단호박은 껍질과 씨를 제거하고 익힌 후 으깬다.a8. 준비한 단호박, 곤드레나물, 꿀을 모두 섞어 크로켓 반죽을 만든 후 숟가락 2개로 타원형 모양의 형태를 만든다.b9. 달걀을 풀어 크로켓 반죽에 달걀 물을 입히고 빵가루를 묻힌다.11. 튀긴 크로켓과 채소를 접시에 담은 다음 리코타치즈를 위에 뿌리 고 유자꿀 드레싱을 곁들인다.10. 180~200도의 기름에 크로켓을 돌려가며 노릇하게 튀기고 기름을 빼준다.c",빈혈,육류 돼지고기 쇠고기 양고기 말고기 염소고기 간 계란 노른자 아몬드 잣 호두 호박씨 해바라기씨 땅콩 참깨 굴 미역 꽁치 동태 생선 키위 시금치 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 콩 강낭콩 순무 아스파라거스  고기 꽁치 동태 생선 달걀 콩 두부 두유 치즈 간 굴 정어리 분유 계란 달걀 계란 노른자 귤 과일 채소
시금치 우유 소스와 그린매쉬드포테이토,"그린매쉬드포테이토
감자 80g(1/2개), 시금치우유 소스 5g(1작은술), 아몬드 2g(1알), 설탕 2g(1/3작은술), 크랜베리 3g, 치커리 약간
시금치우유 소스
시금치 10g, 우유 10g(2작은술)","설탕, 감자, 시금치우유소스, 크랜베리, 치커리, 아몬드, 우유, 시금치","1. 시금치는 끓는 소금물에 데쳐 찬물에 헹구어 물기를 짜고 우유를 넣고 블렌더에 곱게 갈아 체에 거른다.a2. 감자는 껍질을 벗기고 찜기에 넣어 센불에서 20분 정도 삶다가 젓가락으로 찔러서 들어가면 약한불로 줄여 뜸을 들인 후 꺼내서 으깬다.b3. 아몬드는 잘게 다진다.4. 치커리는 씻어서 물기를 빼고 곱게 다진다.5. 으깬 감자, 다진 치커리, 시금치 우유소스, 설탕을 넣고 골고루 섞어 준다.c6. 접시에 감자(5)를 담고 아몬드와 크랜베리를 올리고 시금치우유 소스를 곁들인다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
모과 소스를 곁들인 채소두부,"채소두부
두부 100g(1/3모), 양상추 40g(1장), 방울토마토 40g(4개), 치커리 10g(3줄기), 적양배추 10g(3×3cm), 잣 5g(5알), 새싹채소 15g, 올리브유 15g(1큰술)
모과 드레싱
모과원액 50g(3⅓큰술), 배 30g(1/8개), 식초 35g(2⅓큰술),
레몬즙 20g(1⅓큰술), 설탕 7g(1/2큰술), 청피망 2g(1/3작은술),
빨강 파프리카 2g(1/3작은술)","올리브유, 적양배추, 양상추, 잣, 방울토마토, 두부, 새싹채소, 치커리, , 배, 식초, 모과원액, 청피망, , 설탕, 레몬즙, 빨강파프리카","1. 배는 강판에 간다.2. 빨강파프리카와 청피망은 잘게 다진다.3. 모과 원액에 갈아 놓은 배, 다진 파프리카, 다진 피망, 식초, 설탕, 레몬즙을 넣고 섞는다.a4. 양상추와 치커리는 찬물에 담가 싱싱해지면 물기를 빼고 한입 크기로 자른다.5. 적양배추는 얇게 채를 썰어 물에 담갔다가 물기를 뺀다.6. 새싹채소는 물에 씻어 물기를 뺀다.7. 방울토마토를 얇게 썬다.b8. 두부는 물기를 없애고 사방 3cm 정도로 잘라 달궈진 프라이팬에 올리브유를 두르고 형태가 망가지 지 않도록 구워준다.c9. 잣은 꼭지를 뗀다.10. 접시에 채소와 구운 두부를 담고 두부 위에 토마토와 잣을 얹은 후 모과 드레싱을 골고루 뿌려준다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
버섯구이와 두부타르타르 소스,"버섯구이
새송이버섯 70g(7개), 올리브유 10g(2작은술)
곁들임
치커리 10g(3줄기)
두부타르타르 소스
연두부 30g(1/4모), 다진 양파 10g(2작은술), 다진 오이피클 10g(2작은술), 올리브유 2g(1/3작은술), 식초 5g(1작은술), 레몬즙 3g(2/3작은술), 머스터드 3g(2/3작은술), 꿀 2g(1/3작은술), 흰 후추 약간","올리브유, 새송이버섯, 치커리, 올리브유, 다진양파, 꿀, 연두부, 레몬즙, 식초, 머스터드, 다진오이피클, 흰 후추","1. 곱게 다진 양파와 오이피클은 물기를 짠다.a2. 연두부에 다진 양파, 다진 오이피클, 올리브유, 머스터드, 후추, 꿀, 식초, 레몬즙을 넣어 두부타르타르 소스를 만든다.b3. 치커리는 찬물에 담갔다가 물기를 뺀다.4. 새송이버섯은 0.5cm 두께로 버섯길이 그대로 썬다.5. 달궈진 프라이팬에 올리브유를 두르고 새송이버섯을 노릇하게 구워준다.c6. 접시에 새송이버섯과 치커리를 담고 두부타르타르 소스를 곁들인다.",아토피성 피부염,채소 과일 브로콜리 케일 채소 귤 사과 배 쌀 보리 현미 녹두 팥 우리밀 콩 검은콩 두부 두유 된장 청국장 명태 조기 갈치 오징어 멸치동태 대구 낙지 문어 굴 해삼 조개 멸치 흰살 꽁치 동태 생선 올리브기름 참기름 들기름 올리브유 강낭콩
새우살 두부완자 샐러드와 매실 생강 소스,"새우살 두부완자
두부 60g(1/6모), 새우살 30g(7마리), 빵가루 12g(1큰술), 다진 빨강 파프리카 5g(1작은술), 부추 2g(1줄기), 소금 약간, 올리브유 약간
곁들임
새싹채소 10g, 방울토마토 40g(4개)
매실생강 드레싱
매실액 40g(2⅔큰술), 생강즙 5g(1작은술), 물 20ml(1⅓큰술)","올리브유, 다진빨강파프리카, 새우살, 빵가루, 부추, 두부, 소금, 방울토마토, 새싹채소, 매실액, 물, 생강즙","1. 매실액에 생강즙과 물을 넣고 잘 섞어 소스를 만든다.a2. 새싹채소와 방울토마토는 씻어서 물기를 빼고 방울토마토는 반으로 자른다.3. 새우살은 끓는 물에 넣어 살이 하얗게 익으면 건져 물기를 뺀다.4. 두부는 으깨서 물기를 꼭 짠다.5. 부추는 잘게 썰고, 파프리카는 곱게 다진다.6. 준비한 두부, 새우살, 부추, 파프리카를 빵가루와 소금을 고루 섞어 둥글납작하게 완자를 만든다.b7. 만들어진 완자를 달궈진 프라이팬에 올리브유를 두르고 노릇하게 굽거나 180도의 오븐에 10분 정도 굽는다.8. 접시에 완자를 담고 새싹채소와 방울토마토를 곁들이고 매실생강 드레싱을 뿌린다.c",아토피성 피부염,채소 과일 브로콜리 케일 채소 귤 사과 배 쌀 보리 현미 녹두 팥 우리밀 콩 검은콩 두부 두유 된장 청국장 명태 조기 갈치 오징어 멸치동태 대구 낙지 문어 굴 해삼 조개 멸치 흰살 꽁치 동태 생선 올리브기름 참기름 들기름 올리브유 강낭콩
구운채소와 간장레몬 소스,"구운채소
가지 20g(3cm), 호박 50g(1/3개), 새송이버섯 15g(3개)
양파 15g(1/8개), 발사믹크레마 15g(1큰술), 빨강 파프리카 3g(3×1cm), 노랑 파프리카 3g(3×1cm), 청피망 3g(3×1cm), 올리브유 약간
간장 레몬 소스
저염간장 5g(1작은술), 식초 15g(1큰술), 설탕 10g(1큰술), 레몬즙 5g(1작은술)","호박, 새송이버섯, 가지, 올리브유, 노랑파프리카, 발사믹크레마, 빨강파프리카, 양파, 청피망, 간장 레몬 소스, 저염간장, 설탕, 식초, 레몬즙","1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만들어 준다.a2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다.b3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 굽는다.c4. 접시에 구운 채소를 담고 발사믹크레마를 뿌린 후 간장레몬 소스를 곁들인다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
브로콜리 컬리플라워 샐러드와 두유 요거트 소스,"브로콜리컬리플라워 샐러드
브로콜리 40g(1/5송이), 컬리플라워 40g(1/3송이), 적양파 10g(2×1cm), 강낭콩 5g(1작은술), 건포도 5알, 호두 1/2알, 소금 약간
두유요거트 소스
두유 50g(3⅓큰술), 플레인요거트 20g(1⅓큰술), 레몬즙 5g(1작은술), 설탕 약간","강낭콩, 호두, 적양파, 브로콜리, 소금, 건포도, 컬리플라워, 플레인요거트, 설탕, 레몬즙, 두유","1. 두유에 플레인요거트와 레몬즙, 설탕을 넣고 잘 섞어 두유요거트 소스를 만든다.a2. 강낭콩은 물에 불린 후 콩과 물을 1:2.5로 넣고 20~25분 정도 무르게 삶아 건진다.3. 호두는 굵게 다진다.4. 브로콜리와 컬리플라워는 한입 크기로 썰어 끓는 소금물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다.b5. 적양파는 얇게 채를 썬다.c6. 접시에 데친 브로콜리와 컬리플라워, 적양파, 건포도, 호두, 강낭콩을 담고 두유요거트 소스를 곁들여 낸다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
