,userID,age,sex,관심등록기관,관심등록질환,건강기능식품하트기록,레시피북마크기록
835,835,45,F,체지방 감소,협심증,"[10953, 22303, 4087, 26141, 10382, 2179, 9078, 9463, 25034, 8331, 1692, 20334, 29896, 22297, 20621, 28296, 5241, 24303, 27926, 30257, 19852, 21515, 7303, 9819, 407, 17744, 1567, 19103, 7826, 10541, 28421, 19088, 20637, 10034, 19497, 9785, 190, 26978, 26906, 14043, 16490, 24904, 25728, 1527, 17560, 12552, 9554, 16756, 21312, 25371]","[909, 89, 338, 1222, 832, 1161, 435, 901, 544, 437, 263, 154, 915, 918, 495, 86, 714, 838, 17, 928, 304, 885, 1059, 785, 623, 32, 943, 514, 694, 786, 254, 927, 1198, 1072, 640, 478, 277, 142, 271, 782, 1074, 355, 1159, 694, 1189, 1093, 312, 81, 693, 907]"
836,836,39,M,활성산소 제거,뇌졸중,"[27251, 25521, 7286, 8999, 18240, 25037, 28354, 1555, 3331, 6718, 7925, 9874, 16302, 12134, 7759, 8769, 17490, 3661, 28715, 28031, 2992, 8500, 11274, 27022, 17899, 17803, 26000, 28751, 9687, 22991, 826, 30540, 8643, 6373, 30055, 6397, 19800, 16385, 30482, 10745, 26128, 1705, 26144, 21695, 3653, 28979, 7035, 836, 22968, 1456]","[892, 873, 1163, 1092, 296, 376, 424, 383, 717, 151, 652, 84, 1180, 608, 1067, 672, 1182, 1106, 536, 88, 679, 1043, 1161, 84, 514, 82, 293, 1234, 246, 308, 713, 213, 49, 173, 1134, 1133, 1167, 461, 556, 590, 245, 858, 608, 844, 932, 1114, 793, 1227, 233, 1218]"
837,837,53,F,갱년기남성 ,당뇨병,"[127, 18713, 8356, 25785, 8311, 10605, 27248, 1951, 19685, 21783, 21343, 3965, 6259, 2345, 2453, 20865, 5886, 21724, 15453, 14017, 8960, 26510, 12816, 14902, 7625, 2722, 12615, 22360, 5616, 18431, 16440, 22431, 29595, 4487, 9664, 5216, 5459, 10624, 3053, 21175, 23306, 19573, 14828, 3302, 21060, 23928, 13590, 13233, 6791, 26211]","[419, 309, 498, 1165, 468, 999, 872, 198, 174, 393, 220, 848, 854, 1179, 678, 400, 722, 601, 67, 752, 424, 341, 660, 34, 272, 247, 215, 149, 299, 150, 48, 823, 1133, 90, 365, 159, 748, 502, 638, 223, 986, 539, 129, 459, 406, 490, 628, 506, 321, 1025]"
838,838,43,M,질  ,협심증,"[19391, 11205, 5423, 22748, 1000, 18325, 12042, 10176, 29044, 1601, 21935, 23115, 7802, 28450, 21300, 15280, 28521, 4708, 14406, 15256, 13182, 13704, 12615, 30392, 14653, 15518, 24668, 25186, 23073, 722, 25422, 28745, 16285, 13173, 12476, 9252, 15352, 18574, 15749, 9545, 24988, 12312, 7248, 10664, 27396, 1213, 11246, 26915, 4749, 29463]","[631, 680, 88, 1144, 1046, 845, 293, 1181, 367, 895, 342, 277, 286, 767, 1234, 488, 968, 997, 269, 925, 319, 572, 288, 546, 725, 95, 75, 865, 810, 979, 771, 759, 188, 1117, 378, 737, 436, 76, 213, 519, 917, 679, 1190, 277, 629, 924, 461, 766, 1011, 373]"
839,839,34,F,활성산소 제거,아토피성 피부염,"[7553, 15119, 20726, 25609, 23400, 20886, 9425, 29993, 9518, 13078, 8642, 12387, 16557, 17281, 27304, 5081, 23344, 19547, 14691, 28034, 26517, 6881, 8945, 10840, 12639, 13585, 21411, 27927, 28545, 28919, 21518, 1359, 1723, 7040, 9571, 21333, 6522, 12083, 25003, 4345, 7492, 3907, 1538, 18504, 6099, 2462, 20911, 26810, 11792, 1291]","[558, 1146, 929, 971, 946, 1096, 1017, 968, 373, 416, 78, 929, 686, 404, 494, 729, 188, 137, 67, 954, 746, 1103, 934, 17, 569, 1079, 1098, 170, 772, 921, 1077, 1074, 24, 212, 612, 664, 67, 615, 978, 896, 1126, 1002, 833, 618, 443, 172, 471, 1171, 1109, 680]"
840,840,51,M,갱년기 여성,고혈압,"[9633, 1223, 9238, 4014, 6725, 15614, 28609, 18321, 30668, 10927, 22318, 29178, 29286, 11198, 19483, 7393, 17689, 28261, 21788, 2353, 10382, 19802, 19043, 18787, 12439, 26407, 20195, 21282, 23146, 21509, 8112, 9520, 6127, 28588, 30590, 6378, 22258, 175, 13261, 5967, 26997, 10344, 12613, 5870, 29320, 8259, 28085, 25870, 11499, 25137]","[701, 1170, 1069, 322, 1169, 119, 559, 703, 830, 1014, 624, 548, 1178, 985, 878, 625, 538, 1207, 1120, 859, 9, 810, 1101, 877, 700, 569, 1011, 713, 1217, 733, 370, 895, 583, 1120, 1128, 29, 563, 169, 79, 1164, 676, 1099, 277, 1171, 941, 249, 75, 571, 784, 248]"
841,841,22,M,피부 ,협심증,"[18204, 8222, 26601, 14941, 23414, 22571, 25488, 17548, 27671, 14140, 22910, 12179, 19337, 28852, 795, 24601, 24100, 25546, 5894, 13468, 20502, 810, 15074, 2239, 25264, 30195, 18959, 10334, 1520, 13911, 2102, 21335, 30238, 28575, 529, 7047, 10413, 6934, 23812, 17958, 11585, 5281, 16513, 23988, 28700, 29031, 26801, 25423, 25786, 5531]","[845, 311, 1071, 783, 152, 24, 1186, 260, 430, 406, 889, 993, 621, 12, 29, 1193, 152, 398, 231, 438, 676, 443, 552, 554, 1230, 566, 190, 361, 1081, 683, 1176, 625, 0, 377, 1065, 438, 1227, 622, 943, 158, 586, 797, 453, 723, 391, 459, 519, 406, 1081, 1130]"
842,842,31,M,수면질 ,간염,"[27021, 24285, 13462, 29118, 4861, 21442, 14367, 6146, 13450, 10643, 17757, 703, 25482, 7561, 2664, 15123, 8103, 15678, 9037, 24631, 7497, 4772, 4889, 15119, 11577, 8676, 21069, 13458, 22484, 5043, 14145, 2435, 19360, 16967, 16706, 11659, 10874, 20319, 5883, 13610, 482, 4431, 17429, 15289, 20015, 3306, 15109, 13652, 13566, 14205]","[1, 611, 242, 1064, 1157, 12, 394, 97, 298, 69, 494, 390, 360, 471, 1034, 1181, 991, 896, 880, 281, 886, 525, 1080, 681, 687, 655, 971, 802, 258, 379, 950, 832, 1234, 986, 349, 548, 860, 1184, 207, 1031, 417, 1082, 1129, 651, 207, 468, 29, 1191, 1095, 268]"
843,843,32,F,활성산소 제거,아토피성 피부염,"[13037, 26360, 11039, 2504, 1741, 12215, 13258, 21499, 28058, 8022, 5393, 7067, 7727, 16862, 12456, 4981, 27566, 27641, 8073, 5159, 27877, 28803, 22999, 1244, 4972, 23955, 17408, 1290, 5820, 17519, 22934, 20988, 3870, 17283, 2613, 29772, 1030, 15586, 29306, 5266, 8774, 790, 10090, 10706, 7543, 5211, 1157, 24584, 11332, 3865]","[26, 128, 326, 1123, 919, 380, 1085, 367, 202, 387, 54, 4, 902, 331, 887, 681, 1155, 519, 486, 545, 954, 1055, 108, 945, 1002, 1024, 635, 50, 827, 685, 955, 413, 340, 178, 1168, 1168, 871, 151, 125, 420, 157, 1113, 111, 896, 1081, 435, 403, 103, 220, 352]"
844,844,21,M,혈행 ,간염,"[13861, 26407, 7103, 13938, 22846, 18024, 6395, 21298, 15426, 5338, 1814, 2954, 29365, 685, 15096, 29819, 20497, 10172, 10943, 22185, 9988, 16660, 24801, 11980, 24103, 28452, 20523, 18725, 14557, 13855, 20362, 6045, 6896, 4568, 12764, 4181, 22527, 24780, 9353, 15846, 29307, 6255, 1582, 9524, 16388, 10453, 19255, 2568, 174, 12870]","[712, 157, 708, 255, 202, 785, 187, 837, 843, 599, 1031, 552, 47, 1219, 684, 1195, 707, 872, 47, 852, 116, 246, 819, 713, 559, 215, 791, 152, 489, 1100, 989, 1090, 1034, 1080, 24, 350, 1091, 1031, 1201, 920, 611, 392, 443, 518, 737, 15, 1152, 490, 146, 780]"
845,845,34,F,체지방 감소,당뇨병,"[12558, 3301, 3248, 22025, 28926, 4560, 29685, 4098, 4038, 25335, 5331, 15811, 13015, 27853, 3076, 16933, 22924, 27633, 23910, 3316, 1085, 29041, 14479, 18803, 19291, 15201, 8152, 7783, 26902, 23474, 6679, 8624, 29591, 18835, 7654, 29269, 24623, 5425, 30707, 21463, 30062, 29991, 29033, 17433, 20416, 9950, 24975, 13998, 24676, 26703]","[2, 1052, 1113, 990, 134, 800, 528, 845, 539, 878, 106, 469, 707, 1172, 253, 202, 407, 1142, 1171, 1191, 292, 874, 272, 721, 969, 1133, 68, 358, 548, 1116, 493, 244, 271, 36, 1159, 1217, 515, 757, 174, 655, 1007, 692, 696, 1021, 695, 173, 404, 831, 596, 325]"
846,846,22,F,요로 ,뇌졸중,"[3806, 27336, 11491, 7589, 9661, 3429, 17084, 26471, 14376, 728, 28839, 14971, 27019, 21580, 4469, 20881, 23072, 23793, 24154, 9953, 16349, 29738, 28994, 30467, 2400, 23555, 4659, 6531, 21754, 1832, 17667, 20214, 9886, 10487, 30550, 6687, 19184, 16086, 19659, 18315, 29392, 23914, 2411, 9059, 15621, 18301, 13207, 2443, 27431, 3704]","[623, 203, 155, 133, 350, 909, 833, 1084, 524, 416, 409, 164, 448, 262, 307, 263, 1057, 260, 199, 1160, 932, 514, 251, 412, 489, 590, 300, 124, 1045, 884, 251, 1162, 88, 34, 1038, 878, 1084, 890, 906, 859, 389, 116, 765, 660, 810, 728, 151, 528, 609, 509]"
847,847,29,M,배뇨기능 ,천식,"[12457, 3265, 28647, 17596, 8584, 1470, 26548, 19732, 10986, 294, 6263, 9695, 8512, 9652, 21984, 9013, 4400, 28265, 18560, 18671, 11316, 20695, 375, 22306, 14203, 21295, 11218, 25270, 1724, 3645, 11106, 18271, 19330, 28561, 12967, 5663, 11645, 14331, 1248, 20739, 6267, 28724, 19707, 28815, 13206, 4359, 28792, 5787, 6649, 8444]","[950, 728, 838, 321, 325, 87, 1070, 168, 563, 1105, 40, 16, 871, 567, 611, 598, 1093, 1006, 368, 812, 551, 462, 526, 21, 932, 505, 1044, 1127, 608, 265, 710, 1054, 431, 343, 1067, 463, 59, 240, 317, 550, 48, 473, 597, 239, 1230, 455, 1227, 190, 297, 380]"
848,848,34,M,장 ,천식,"[26295, 25156, 470, 9198, 15122, 5498, 28210, 5609, 1680, 26137, 25107, 1516, 15039, 7048, 18786, 10807, 10958, 23568, 30373, 23492, 12207, 20169, 16191, 1253, 22993, 5868, 2820, 3954, 4639, 6523, 10637, 17777, 13176, 20005, 15113, 3682, 17568, 13860, 17746, 1959, 11534, 12416, 8002, 12654, 7699, 27489, 5306, 360, 27533, 8091]","[621, 962, 201, 60, 346, 543, 192, 151, 1021, 8, 591, 782, 107, 1115, 1028, 288, 316, 832, 303, 700, 901, 402, 1048, 324, 134, 617, 411, 531, 934, 306, 1104, 133, 580, 78, 1222, 1135, 509, 1065, 264, 363, 802, 580, 820, 1108, 655, 929, 916, 866, 1138, 992]"
849,849,32,M,체지방 감소,뇌졸중,"[7209, 1186, 22940, 3715, 8461, 17363, 11895, 15118, 16128, 2716, 6968, 11175, 17411, 2209, 8625, 3705, 22555, 27638, 30001, 4429, 7083, 26848, 24617, 14098, 14110, 13024, 7320, 6419, 19480, 29285, 30640, 9605, 805, 10911, 8096, 23284, 2965, 24877, 9035, 19588, 769, 30500, 12845, 26174, 1065, 20789, 25513, 27713, 17768, 23781]","[1199, 51, 891, 114, 190, 113, 114, 670, 881, 497, 634, 327, 380, 804, 491, 1125, 550, 1234, 340, 828, 1216, 449, 395, 654, 98, 468, 745, 1125, 443, 683, 134, 507, 939, 1209, 556, 670, 80, 1065, 27, 918, 661, 357, 704, 728, 650, 72, 637, 550, 644, 106]"
850,850,26,M,치아 ,협심증,"[10274, 25427, 25335, 5623, 23395, 120, 29932, 20724, 19481, 9570, 20106, 5839, 17892, 26856, 6707, 14687, 28496, 14105, 29195, 20320, 28042, 5397, 28108, 30080, 13376, 17427, 26484, 12620, 3396, 23659, 12431, 21162, 3198, 3299, 16797, 9928, 22800, 29986, 8753, 18401, 13279, 27643, 7266, 8502, 20763, 22682, 24450, 14290, 24960, 8806]","[192, 574, 32, 348, 14, 825, 1171, 1203, 560, 758, 94, 547, 136, 449, 971, 391, 906, 49, 280, 633, 511, 1070, 117, 991, 954, 1088, 409, 211, 273, 642, 1085, 1200, 153, 567, 656, 1072, 998, 1197, 888, 1197, 60, 427, 1132, 417, 848, 170, 1149, 803, 1034, 130]"
851,851,55,F,혈중 중성지방 ,아토피성 피부염,"[7162, 14316, 19152, 17561, 25282, 22123, 15285, 13573, 12559, 28593, 28580, 14656, 10324, 18742, 27248, 29608, 7792, 16666, 9599, 18386, 9605, 27901, 12218, 13805, 13501, 10615, 1795, 4576, 27007, 3391, 6168, 16902, 16004, 3855, 23665, 12515, 19032, 9805, 15419, 12670, 20444, 3246, 489, 27315, 21502, 29462, 11002, 16951, 13281, 2071]","[168, 1155, 762, 1241, 101, 812, 0, 369, 267, 83, 1017, 54, 1198, 353, 165, 616, 982, 249, 41, 332, 469, 181, 607, 1104, 814, 1002, 1238, 18, 788, 1091, 1015, 873, 736, 433, 599, 1126, 369, 991, 677, 548, 268, 548, 868, 1091, 671, 105, 141, 322, 341, 389]"
852,852,21,M,장 ,협심증,"[30431, 16195, 9358, 30706, 497, 21337, 19859, 4937, 22937, 10405, 16640, 19474, 17613, 2331, 9757, 14170, 18190, 6800, 5144, 19565, 20719, 28178, 27743, 29686, 20493, 18162, 20126, 28112, 3677, 16451, 4065, 18470, 9200, 19984, 3776, 22229, 4326, 405, 6608, 18823, 17277, 8662, 1273, 17936, 19282, 3700, 27633, 16673, 25565, 78]","[642, 1161, 256, 560, 583, 1225, 412, 161, 306, 36, 975, 988, 768, 1190, 215, 426, 570, 145, 778, 777, 886, 1141, 466, 413, 638, 187, 196, 670, 518, 241, 303, 632, 465, 263, 206, 901, 271, 70, 926, 323, 618, 326, 1067, 331, 133, 767, 336, 1169, 1060, 140]"
853,853,59,F,운동수행 능력,뇌졸중,"[16172, 4955, 27338, 3678, 29511, 16625, 23945, 15439, 17725, 26701, 27818, 20326, 12681, 22215, 24240, 29776, 14990, 4941, 23560, 3108, 21744, 24245, 24782, 26831, 19539, 1148, 28904, 21480, 5250, 4897, 11200, 10793, 1666, 1203, 10619, 14867, 10579, 172, 5278, 17861, 1234, 28696, 30772, 3271, 18621, 12817, 7394, 24790, 24782, 15117]","[1085, 343, 432, 1120, 224, 1115, 432, 134, 378, 520, 685, 761, 699, 912, 251, 618, 1139, 496, 477, 965, 635, 1164, 325, 108, 347, 970, 570, 313, 564, 479, 1200, 1203, 165, 1129, 1082, 1176, 923, 730, 465, 274, 768, 137, 156, 357, 1199, 1105, 379, 329, 76, 896]"
854,854,36,M,갱년기 여성,심근경색증,"[10257, 24877, 6065, 10915, 10045, 5870, 12672, 24829, 143, 20988, 1862, 25775, 17720, 22087, 25895, 26399, 12684, 21299, 21213, 23827, 5988, 28925, 10425, 17888, 8678, 7824, 24170, 13508, 27483, 11487, 29448, 28396, 17061, 15538, 21793, 27112, 26093, 24342, 10045, 19454, 5957, 28644, 2142, 6301, 23215, 15705, 11610, 15628, 28844, 20209]","[1018, 333, 1082, 600, 26, 336, 153, 1050, 290, 459, 109, 801, 71, 1122, 12, 666, 167, 80, 368, 669, 654, 254, 856, 725, 954, 574, 1053, 1084, 781, 61, 519, 291, 544, 189, 960, 374, 939, 832, 1103, 904, 1108, 753, 1111, 1199, 286, 299, 561, 552, 572, 23]"
855,855,53,F,혈중 중성지방 ,뇌졸중,"[16196, 27829, 5591, 2414, 3060, 16338, 25830, 22353, 21262, 12635, 3569, 6716, 3191, 16329, 15726, 20963, 6833, 4818, 9764, 9090, 3487, 13728, 11055, 22601, 2054, 19210, 312, 24121, 25439, 1737, 19434, 3587, 3026, 8915, 13807, 21009, 24559, 19330, 8017, 26453, 29945, 1824, 28546, 7488, 9302, 11332, 20998, 20602, 4094, 22620]","[722, 437, 163, 1141, 1031, 267, 1070, 227, 294, 617, 556, 874, 711, 437, 115, 1136, 372, 268, 977, 671, 1208, 722, 213, 1090, 1156, 849, 384, 91, 383, 918, 832, 327, 1209, 644, 1141, 1040, 11, 747, 281, 409, 1028, 1097, 815, 621, 100, 969, 975, 1099, 21, 398]"
856,856,21,F,질  ,천식,"[19796, 14763, 27559, 17938, 7317, 24497, 14229, 30412, 20663, 23291, 6905, 15094, 8062, 11924, 15899, 26694, 18638, 13500, 13714, 7283, 10792, 8944, 7953, 22576, 20736, 15291, 6840, 29677, 30628, 17695, 26422, 2337, 28674, 3073, 5469, 23123, 10541, 4392, 18994, 22147, 12176, 10235, 24390, 28442, 12181, 13041, 8364, 9478, 13496, 8108]","[754, 905, 443, 506, 885, 277, 697, 789, 162, 80, 1064, 1046, 951, 604, 846, 627, 871, 549, 412, 191, 1089, 124, 737, 1233, 791, 755, 1043, 82, 1074, 463, 473, 42, 374, 817, 1096, 585, 1171, 554, 1227, 677, 314, 783, 1203, 758, 88, 623, 232, 527, 420, 685]"
857,857,21,F,월경전변화 ,고혈압,"[22399, 9539, 23442, 23677, 8325, 2632, 45, 16395, 12767, 27349, 5445, 29573, 2914, 12185, 837, 2933, 466, 19936, 11293, 4599, 1696, 28626, 19012, 17441, 2878, 13553, 730, 8541, 18184, 21669, 6977, 6022, 9977, 14210, 4232, 29849, 19657, 3607, 20000, 20665, 18877, 22174, 4853, 4633, 28863, 4112, 7903, 15382, 13803, 23764]","[961, 495, 1026, 984, 891, 54, 1029, 679, 604, 768, 908, 183, 735, 1208, 983, 1059, 1112, 115, 57, 330, 556, 431, 1039, 130, 480, 1008, 1168, 1027, 337, 561, 889, 87, 128, 1096, 295, 795, 276, 324, 1143, 851, 1192, 141, 26, 727, 702, 567, 1201, 741, 993, 407]"
858,858,45,F,눈 ,고혈압,"[18125, 11225, 21409, 26145, 708, 11356, 7536, 21028, 1776, 5907, 12759, 15584, 15481, 22458, 17590, 4701, 27172, 28688, 10354, 22563, 18329, 19631, 3511, 23604, 22946, 25026, 533, 17852, 15643, 12923, 14285, 12127, 8298, 2339, 5010, 10497, 7349, 20222, 9591, 22183, 6746, 2125, 17324, 10824, 3911, 27790, 30268, 8326, 7688, 11669]","[487, 1083, 41, 210, 95, 571, 130, 397, 395, 455, 724, 1073, 778, 464, 1075, 644, 339, 591, 1199, 878, 884, 863, 287, 607, 1016, 648, 881, 642, 689, 137, 862, 687, 431, 865, 732, 807, 234, 840, 601, 771, 323, 615, 849, 819, 253, 172, 102, 1119, 105, 1075]"
859,859,54,F,과민피부상태,심근경색증,"[22554, 24612, 5799, 18027, 690, 14345, 25777, 26981, 17589, 15923, 17670, 15133, 24141, 27682, 27884, 6124, 17616, 6282, 23268, 16805, 24014, 19698, 14925, 5920, 13850, 6032, 19252, 3383, 30619, 15664, 29471, 27332, 20061, 30183, 6439, 925, 15339, 5027, 16958, 6377, 2733, 18404, 18212, 26344, 3730, 1633, 19915, 12982, 3214, 27926]","[272, 705, 319, 768, 666, 283, 914, 667, 571, 1169, 643, 543, 974, 226, 908, 1154, 741, 183, 901, 506, 731, 728, 770, 1115, 87, 63, 733, 408, 1083, 129, 1024, 621, 1182, 855, 44, 153, 1025, 422, 674, 603, 636, 590, 978, 633, 680, 725, 189, 741, 1134, 1181]"
860,860,53,M,체지방 감소,고혈압,"[13178, 30320, 17436, 9132, 30491, 22254, 18320, 10273, 2377, 29394, 28541, 5126, 13045, 297, 18499, 15106, 21823, 18444, 6754, 372, 9018, 1556, 3649, 15456, 12259, 26818, 20256, 11758, 8020, 20025, 11815, 1866, 27354, 27396, 30298, 9655, 15608, 4043, 24191, 25218, 26686, 24270, 19613, 30720, 15688, 8767, 13127, 1221, 30464, 8931]","[281, 1029, 1091, 873, 1189, 491, 666, 1170, 502, 610, 1100, 165, 780, 254, 1003, 951, 287, 725, 231, 427, 751, 829, 1118, 584, 906, 117, 264, 536, 385, 846, 916, 293, 31, 93, 454, 113, 805, 298, 1105, 418, 508, 1102, 1071, 1224, 217, 839, 336, 181, 731, 406]"
861,861,52,M,관절 뼈 ,아토피성 피부염,"[27406, 9983, 1024, 8554, 14360, 6224, 14924, 849, 2764, 4828, 8699, 11253, 23181, 18862, 3130, 24166, 22726, 17647, 6266, 15503, 27608, 1244, 21860, 6087, 25437, 7840, 6496, 29409, 11288, 26768, 5551, 6826, 28088, 28632, 9445, 25410, 9686, 13042, 10166, 29764, 28076, 11473, 6583, 25054, 28560, 14037, 19528, 20210, 28916, 13928]","[1043, 638, 113, 886, 1144, 801, 1138, 276, 4, 962, 1057, 408, 792, 240, 572, 711, 977, 41, 359, 858, 69, 559, 53, 570, 1022, 62, 1228, 1178, 391, 464, 552, 527, 814, 697, 1240, 174, 972, 864, 187, 883, 217, 1060, 534, 778, 846, 1188, 205, 530, 223, 451]"
862,862,53,F,기억력 ,심근경색증,"[16011, 17422, 18699, 1474, 16797, 9594, 1516, 5225, 12202, 27758, 26878, 13359, 4999, 19656, 29289, 14306, 30277, 2110, 14379, 1566, 14023, 24972, 2575, 6267, 3716, 7966, 13246, 28618, 712, 25079, 16539, 8356, 6827, 5052, 14150, 10926, 12165, 29083, 2031, 16636, 17576, 27996, 5737, 15136, 21923, 27949, 19914, 10692, 10056, 10144]","[1146, 532, 296, 1018, 124, 891, 950, 567, 185, 647, 1139, 123, 187, 184, 374, 1186, 330, 345, 998, 1092, 182, 655, 209, 734, 1140, 238, 875, 463, 1233, 583, 984, 541, 58, 605, 571, 1124, 395, 17, 1153, 24, 1057, 1154, 25, 884, 334, 359, 207, 447, 752, 1097]"
863,863,21,M,혈압조절,뇌졸중,"[12619, 6237, 13317, 18107, 28285, 27424, 12130, 30019, 1919, 18425, 1453, 12399, 29503, 28708, 20513, 27412, 18306, 23438, 6409, 30649, 5146, 18466, 29986, 29525, 16942, 9942, 12443, 327, 14489, 19573, 10296, 30469, 3037, 20302, 15292, 20157, 8227, 8893, 6518, 18139, 8502, 415, 7932, 24040, 15985, 9735, 27803, 16793, 23338, 19130]","[483, 729, 1231, 861, 660, 813, 950, 903, 179, 249, 533, 1159, 972, 978, 1130, 1212, 1138, 737, 867, 1133, 308, 776, 1231, 837, 694, 142, 178, 1089, 632, 679, 198, 916, 538, 422, 908, 623, 256, 740, 1067, 416, 94, 12, 687, 399, 49, 1052, 1000, 81, 946, 389]"
864,864,57,F,전립선 ,심근경색증,"[231, 1392, 11587, 3552, 1707, 17540, 5581, 24722, 2001, 10590, 17661, 9475, 16109, 23627, 7127, 15544, 5117, 12996, 1069, 10325, 7612, 14984, 5832, 27821, 14395, 4589, 8841, 9863, 14471, 21527, 18523, 7726, 3208, 5344, 18736, 6493, 16036, 17240, 11987, 12938, 3773, 10811, 28177, 26011, 15477, 10464, 21762, 14363, 11255, 2414]","[205, 1013, 1043, 1050, 242, 920, 667, 849, 325, 121, 1083, 559, 28, 13, 671, 238, 1160, 190, 566, 369, 38, 186, 579, 214, 192, 299, 31, 669, 351, 381, 85, 0, 558, 1196, 444, 184, 1104, 299, 455, 328, 167, 1087, 909, 1128, 151, 49, 782, 759, 216, 1023]"
865,865,37,F,피로 ,아토피성 피부염,"[16798, 14670, 2187, 11235, 17957, 19940, 26388, 12937, 2555, 9151, 13527, 3829, 2520, 8286, 9329, 15864, 6349, 13905, 30275, 23523, 27298, 949, 9745, 26944, 18581, 2954, 15430, 29310, 25532, 21118, 21882, 185, 1962, 7356, 10461, 1620, 18569, 17992, 7640, 6471, 19012, 23648, 13754, 16235, 27563, 12827, 6073, 11135, 8990, 13317]","[1104, 940, 485, 694, 283, 932, 777, 754, 1069, 546, 552, 1223, 178, 960, 553, 582, 1218, 771, 936, 192, 140, 735, 440, 1134, 67, 807, 1156, 130, 658, 111, 233, 1105, 310, 807, 667, 11, 601, 1223, 585, 727, 148, 903, 600, 1146, 1124, 454, 1208, 388, 149, 218]"
866,866,55,M,요로 ,간염,"[21715, 791, 25357, 10747, 4285, 30473, 18062, 21812, 12140, 7458, 14922, 14059, 4809, 27975, 3018, 9311, 16365, 20037, 17506, 7702, 3621, 11627, 4848, 25296, 19532, 16499, 17439, 29916, 27241, 14929, 9321, 25920, 5843, 1118, 5719, 9800, 1274, 17528, 2543, 15850, 25039, 18552, 3975, 12077, 14382, 3808, 7647, 9000, 29355, 29753]","[1035, 872, 22, 357, 72, 192, 863, 1219, 1170, 598, 80, 762, 129, 1230, 936, 1033, 599, 702, 225, 40, 1072, 652, 1014, 162, 39, 127, 981, 349, 148, 151, 150, 1086, 418, 1006, 951, 307, 342, 939, 385, 296, 1181, 752, 1122, 500, 1129, 207, 250, 58, 17, 359]"
867,867,39,F,면역 기능,뇌졸중,"[23445, 21639, 373, 27401, 10868, 5718, 16254, 9873, 26938, 10226, 2923, 27702, 4354, 5682, 26004, 13757, 21810, 21442, 20666, 20749, 10, 3816, 20727, 209, 6156, 20163, 18600, 6052, 23292, 16897, 2762, 23881, 17082, 30531, 14898, 10688, 5325, 12669, 18709, 22267, 18819, 3104, 5243, 15553, 12238, 27699, 9322, 26582, 27235, 6210]","[1237, 1218, 196, 691, 369, 562, 574, 1020, 108, 1137, 194, 1228, 319, 549, 7, 439, 1151, 1139, 134, 700, 993, 337, 275, 754, 643, 466, 76, 321, 1016, 87, 1138, 866, 253, 877, 1180, 13, 438, 871, 285, 462, 699, 831, 651, 601, 855, 1068, 233, 353, 28, 268]"
868,868,56,M,피부 ,뇌졸중,"[9290, 15812, 22922, 6630, 1541, 13742, 9516, 5392, 1029, 27693, 30306, 28503, 12615, 11300, 26580, 12580, 6087, 15586, 24975, 2931, 26719, 16457, 2379, 18655, 13375, 16415, 17552, 18150, 22064, 6942, 958, 19688, 25802, 26263, 26380, 19295, 10713, 25650, 4628, 27421, 11457, 20220, 15235, 11592, 25379, 15043, 16180, 26885, 21755, 5326]","[91, 96, 194, 499, 871, 9, 545, 917, 149, 528, 613, 176, 1176, 445, 391, 134, 327, 774, 617, 779, 768, 982, 180, 190, 1074, 1063, 336, 744, 806, 36, 592, 995, 1165, 633, 187, 1004, 849, 840, 7, 665, 926, 490, 1125, 437, 1187, 767, 1158, 752, 1239, 951]"
869,869,24,F,치아 ,천식,"[10525, 26718, 24435, 26314, 21832, 20893, 5045, 20935, 25792, 5587, 22890, 7721, 27650, 12233, 9540, 4954, 21351, 1668, 21697, 18643, 29469, 8455, 5324, 5172, 10698, 17831, 21146, 27243, 21924, 16281, 10619, 16987, 19917, 30731, 10701, 13275, 3128, 11366, 13564, 7395, 10547, 9184, 23353, 5151, 14977, 2330, 13724, 3303, 21472, 5537]","[822, 1021, 35, 1209, 772, 951, 1179, 143, 211, 909, 391, 801, 58, 224, 316, 347, 1027, 194, 236, 445, 1015, 1004, 465, 919, 270, 1153, 435, 1199, 605, 1074, 1136, 813, 937, 745, 508, 1016, 668, 1104, 491, 916, 359, 828, 86, 542, 127, 619, 355, 1033, 843, 675]"
870,870,40,M,인지능력 ,뇌졸중,"[4478, 16204, 16123, 9482, 30266, 8079, 4244, 25380, 22634, 22910, 7815, 21690, 30292, 3665, 13747, 30737, 10924, 15063, 17128, 10105, 9186, 21275, 15826, 28900, 10945, 2181, 1110, 10855, 29791, 11626, 10367, 22043, 13858, 10025, 28378, 29864, 29286, 11482, 14622, 26119, 25867, 15416, 6824, 10404, 11654, 29313, 23276, 30459, 23617, 19128]","[871, 548, 63, 741, 708, 652, 1109, 496, 789, 511, 768, 909, 815, 2, 190, 558, 696, 531, 174, 413, 217, 554, 875, 609, 293, 252, 1060, 795, 914, 919, 82, 742, 961, 871, 323, 968, 188, 226, 509, 372, 14, 313, 862, 1052, 196, 34, 523, 372, 1114, 648]"
